query,title,link,image_url,saved_path,width,height,status,collected_at
워시타워,LG전자 워시타워 FX24WXD + RD20WXD (W20WD),https://search.shopping.naver.com/catalog/30402965618,https://shopping-phinf.pstatic.net/main_3040296/30402965618.20220103155159.jpg,data\staging\wash_tower\워시타워\stg_0000.jpg,1000,1000,skipped_duplicate,2026-05-14T15:33:56
워시타워,LG전자 워시타워 FX24WJN + RD20WJN (W20WHN),https://search.shopping.naver.com/catalog/37988116618,https://shopping-phinf.pstatic.net/main_3798811/37988116618.20251015223645.jpg,data\staging\wash_tower\워시타워\stg_0001.jpg,350,350,skipped_duplicate,2026-05-14T15:33:57
워시타워,LG전자 워시타워 FX24WJAD + RD21WJAD (W21WAM),https://search.shopping.naver.com/catalog/48863997618,https://shopping-phinf.pstatic.net/main_4886399/48863997618.20240702110736.jpg,data\staging\wash_tower\워시타워\stg_0002.jpg,1000,1000,skipped_duplicate,2026-05-14T15:33:57
워시타워,LG 트롬 오브제 워시타워 원바디 세탁기 건조기 세트 화이트 트루스팀,https://smartstore.naver.com/main/products/11277590770,https://shopping-phinf.pstatic.net/main_8882210/88822101101.4.jpg,data\staging\wash_tower\워시타워\stg_0003.jpg,1000,1000,skipped_duplicate,2026-05-14T15:33:58
워시타워,LG전자 워시타워 FX23WJN + RD20WJN (W20WANQ),https://search.shopping.naver.com/catalog/36170503618,https://shopping-phinf.pstatic.net/main_3617050/36170503618.20221129135056.jpg,data\staging\wash_tower\워시타워\stg_0004.jpg,934,935,skipped_duplicate,2026-05-14T15:33:58
워시타워,삼성 세탁기 건조기 세트 일체형 워시타워형WW90T3000KW + DV90TA040KE 신모델로,https://smartstore.naver.com/main/products/7943019984,https://shopping-phinf.pstatic.net/main_8548752/85487520307.3.jpg,data\staging\wash_tower\워시타워\stg_0005.jpg,1080,1080,skipped_duplicate,2026-05-14T15:33:58
워시타워,LG전자 워시타워 FL25WJU + RL21WJU (WL21WDU),https://search.shopping.naver.com/catalog/39741085619,https://shopping-phinf.pstatic.net/main_3974108/39741085619.20251015224017.jpg,data\staging\wash_tower\워시타워\stg_0006.jpg,350,350,skipped_duplicate,2026-05-14T15:33:59
워시타워,LG 트롬 워시타워 오브제 원바디 세탁기 건조기 세트 그린/베이지 색상선택,https://smartstore.naver.com/main/products/11277616151,https://shopping-phinf.pstatic.net/main_8882212/88822126482.4.jpg,data\staging\wash_tower\워시타워\stg_0007.jpg,1000,1000,skipped_duplicate,2026-05-14T15:33:59
워시타워,삼성 원바디 워시 타워형 세탁기 건조기 일체형 24+20kg 1등급,https://smartstore.naver.com/main/products/9894312114,https://shopping-phinf.pstatic.net/main_8743881/87438814387.2.jpg,data\staging\wash_tower\워시타워\stg_0008.jpg,1000,1000,skipped_duplicate,2026-05-14T15:34:00
워시타워,LG 트롬 AI 오브제컬렉션 워시타워25/25kg 2025년형 WA2525MYHF LG 기사님설치,https://smartstore.naver.com/main/products/11905996400,https://shopping-phinf.pstatic.net/main_8945050/89450507009.1.jpg,data\staging\wash_tower\워시타워\stg_0009.jpg,734,698,skipped_duplicate,2026-05-14T15:34:00
워시타워,LG전자 워시타워 FX23WXNW + RD20WXNW (W20WAN),https://search.shopping.naver.com/catalog/31368381619,https://shopping-phinf.pstatic.net/main_3136838/31368381619.20220318144716.jpg,data\staging\wash_tower\워시타워\stg_0010.jpg,1000,1000,skipped_duplicate,2026-05-14T15:34:00
워시타워,LG전자 워시타워 FA25EJFB + RA25GJFB (WA2525EGZF),https://search.shopping.naver.com/catalog/53758514760,https://shopping-phinf.pstatic.net/main_5375851/53758514760.20250325192337.jpg,data\staging\wash_tower\워시타워\stg_0011.jpg,1000,1201,skipped_duplicate,2026-05-14T15:34:01
워시타워,LG전자 워시타워 FL25EJN + RL21GJN (WL21EGN),https://search.shopping.naver.com/catalog/42303231618,https://shopping-phinf.pstatic.net/main_4230323/42303231618.20230829174315.jpg,data\staging\wash_tower\워시타워\stg_0012.jpg,750,750,skipped_duplicate,2026-05-14T15:34:01
워시타워,1등급 엘지 오브제 트롬 원바디 워시타워 25+21KG 일체형 베이지그린 WL21EGN,https://smartstore.naver.com/main/products/12697479196,https://shopping-phinf.pstatic.net/main_9024199/90241990120.jpg,data\staging\wash_tower\워시타워\stg_0013.jpg,1000,1000,skipped_duplicate,2026-05-14T15:34:01
워시타워,LG전자 워시타워 FX23GJN + RD20EJN (W20GEAN),https://search.shopping.naver.com/catalog/31368825619,https://shopping-phinf.pstatic.net/main_3136882/31368825619.20220614142254.jpg,data\staging\wash_tower\워시타워\stg_0014.jpg,750,750,skipped_duplicate,2026-05-14T15:34:02
워시타워,삼성 비스포크 24kg+20kg 그랑데 원바디 세탁기건조기 세트 워시 타워형,https://smartstore.naver.com/main/products/9221779838,https://shopping-phinf.pstatic.net/main_8676628/86766280161.1.jpg,data\staging\wash_tower\워시타워\stg_0015.jpg,651,650,skipped_duplicate,2026-05-14T15:34:02
워시타워,LG전자 워시타워 F25WJDS + RD20WJDS (W2520WZM),https://search.shopping.naver.com/catalog/54812873672,https://shopping-phinf.pstatic.net/main_5481287/54812873672.20250703165116.jpg,data\staging\wash_tower\워시타워\stg_0016.jpg,350,350,skipped_duplicate,2026-05-14T15:34:03
워시타워,LG전자 (LG)LG 오브제 워시타워 25kg+25kg 베이지_베이지 WA2525EEHF,https://link.gmarket.co.kr/gate/pcs?item-no=4721452614&sub-id=1003&service-code=10000003&lcd=100000092,https://shopping-phinf.pstatic.net/main_5957655/59576554914.jpg,data\staging\wash_tower\워시타워\stg_0017.jpg,600,600,skipped_duplicate,2026-05-14T15:34:03
워시타워,LG전자 워시타워 FL25EJUE + RL21GJUG (WL21EGZU) 1개,https://search.shopping.naver.com/catalog/59400904984,https://shopping-phinf.pstatic.net/main_5940090/59400904984.20260326151352.jpg,data\staging\wash_tower\워시타워\stg_0018.jpg,350,350,skipped_duplicate,2026-05-14T15:34:03
워시타워,LG전자 워시타워 FX24EJAD + RD21GJAD (W21EGAM),https://search.shopping.naver.com/catalog/48864705619,https://shopping-phinf.pstatic.net/main_4886470/48864705619.20240702115012.jpg,data\staging\wash_tower\워시타워\stg_0019.jpg,1000,1000,skipped_duplicate,2026-05-14T15:34:04
